Ticker,Bid,Ask,Open,Low,High,Changes,Date
ARS/CLP,0.94837,0.97456,0.95337,0.94837,0.96147,0.0080999,2024-09-17 14:20:28
ARS/COP,4.36667,4.4602,4.3117,4.31146,4.41343,0.10174,2024-09-17 14:20:28
ARS/EUR,0.00088,0.00098,0.00089,0.00088,0.00089,0,2024-09-17 14:20:28
ARS/GBP,0.000790792023,0.000790798683,0.000788536695,0.000783,0.000791430392,2.258658e-06,2024-09-17 14:20:28
ARS/HKD,0.0081079,0.00810796,0.00811364,0.00810188,0.00812304,-5.712782e-06,2024-09-17 14:20:28
ARS/JPY,0.14767,0.14767,0.144,0.144,0.14776,0.00366657,2024-09-17 14:20:28
ARS/MXN,0.01987324,0.0198734,0.02001096,0.01986503,0.02019294,-0.000137640615,2024-09-17 14:20:28
ARS/PEN,0.00386377,0.00401341,0.00386072,0.00386051,0.00393859,7.7867764e-05,2024-09-17 14:20:28
ARS/SGD,0.00134859,0.0013486,0.00134961,0.00134585,0.00135128,-1.008519e-06,2024-09-17 14:20:28
ARS/USD,0.00104031,0.00104032,0.00104167,0.00103974,0.00104256,-1.354606e-06,2024-09-17 14:20:28
ARS/XAG,0.000033913928,0.000033920716,0.000033860989,0.000033569562,0.000034076659,5.6333e-08,2024-09-17 14:20:28
ARS/XAU,4.04765e-7,4.04846e-7,4.03072e-7,4.02599e-7,4.06182e-7,1.733e-09,2024-09-17 14:20:28
ARS/ZAR,0.01832854,0.01832869,0.01834151,0.01831741,0.01840208,-1.2894122e-05,2024-09-17 14:20:28
AUD/AED,2.4756,2.4856,2.4745,2.4713,2.4856,0.0011,2024-09-17 14:20:28
AUD/ARS,648.97493,648.9804,648.0952,646.77937,650.6388,0.88246,2024-09-17 14:20:28
AUD/BGN,1.18779,1.18789,1.18643,1.18428,1.19013,0.00140993,2024-09-17 14:20:28
AUD/BRL,3.70191,3.70677,3.72759,3.70211,3.73942,-0.02324982,2024-09-17 14:20:28
AUD/CAD,0.91805,0.91825,0.91618,0.91558,0.92003,0.00187,2024-09-17 14:20:28
AUD/CHF,0.57152,0.57166,0.57006,0.5684,0.57315,0.00145,2024-09-17 14:20:28
AUD/CLP,627.82784,627.88364,622.96,621.90862,629.66966,4.89574,2024-09-17 14:20:28
AUD/CNH,4.79973,4.80033,4.7859,4.7793,4.80906,0.01413,2024-09-17 14:20:28
AUD/CNY,4.78843,4.78978,4.90196,4.78102,4.92611,-0.11286,2024-09-17 14:20:28
AUD/CZK,15.2397,15.2486,15.227,15.208,15.2948,0.01715,2024-09-17 14:20:28
AUD/DKK,4.5314,4.5321,4.5248,4.5201,4.53885,0.00695,2024-09-17 14:20:28
AUD/EUR,0.60729,0.60736,0.6063,0.6058,0.60838,0.001025,2024-09-17 14:20:28
AUD/FJD,1.48384,1.50031,1.5148,1.48269,1.5151,-0.02272465,2024-09-17 14:20:28
AUD/GBP,0.51318,0.51323,0.51098,0.50995,0.5135,0.00222639,2024-09-17 14:20:28
AUD/HKD,5.2603,5.26273,5.2603,5.2294,5.27444,0.00121492,2024-09-17 14:20:28
AUD/HUF,239.62,239.7059,238.83,238.65,239.94,0.83295,2024-09-17 14:20:28
AUD/IDR,10363.17797,10370.13181,10395.6,10295.8,10403.96432,-28.94511,2024-09-17 14:20:28
AUD/ILS,2.55303,2.55482,2.5252,2.51203,2.56481,0.02872432,2024-09-17 14:20:28
AUD/INR,56.51433,56.61151,56.599,56.46063,56.68288,-0.0360796,2024-09-17 14:20:28
AUD/JPY,95.819,95.832,94.898,94.68,96.00614,0.926,2024-09-17 14:20:28
AUD/KRW,893.68957,894.53349,888.94,886.63869,895.1604,5.17153,2024-09-17 14:20:28
AUD/LTL,1.98046,1.98064,1.98052,1.97689,1.98598,2.9335e-05,2024-09-17 14:20:28
AUD/MAD,6.5849,6.5899,6.5826,6.5645,6.5861,0.0023,2024-09-17 14:20:28
AUD/MXN,12.899,12.9041,13.0183,12.88288,13.11152,-0.11675,2024-09-17 14:20:28
AUD/MYR,2.8758,2.8768,2.9034,2.8743,2.90545,-0.0276,2024-09-17 14:20:28
AUD/NOK,7.16217,7.16664,7.1468,7.12756,7.16982,0.01760382,2024-09-17 14:20:28
AUD/NZD,1.09207,1.09231,1.08839,1.08783,1.09325,0.00369,2024-09-17 14:20:28
AUD/PGK,2.63199,2.72909,2.6273,2.5866,2.68054,0.05324376,2024-09-17 14:20:28
AUD/PHP,37.68846,37.72019,37.672,37.43918,37.77862,0.0323226,2024-09-17 14:20:28
AUD/PKR,186.04651,189.57346,189.50161,,190.0057,0.07184895,2024-09-17 14:20:28
AUD/PLN,2.59528,2.59615,2.5889,2.5836,2.60275,0.006815,2024-09-17 14:20:28
AUD/SEK,6.88154,6.88421,6.8614,6.79615,6.8915,0.0214747,2024-09-17 14:20:28
AUD/SGD,0.87511,0.87526,0.87374,0.8706,0.8768,0.00137,2024-09-17 14:20:28
AUD/THB,22.51659,22.5591,22.405,22.4,22.57118,0.13285,2024-09-17 14:20:28
AUD/TRY,23.01422,23.02993,22.9685,22.8782,23.0916,0.053575,2024-09-17 14:20:28
AUD/TWD,21.57053,21.59079,21.492,21.33423,21.6045,0.08865834,2024-09-17 14:20:28
AUD/USD,0.67512,0.67518,0.6753,0.6739,0.67705,-0.00014696,2024-09-17 14:20:28
AUD/XAG,0.02196837,0.02205558,0.02200317,0.02181263,0.02213859,8.717962e-06,2024-09-17 14:20:28
AUD/XAU,0.000262453415,0.000262977962,0.000261831511,0.000261095242,0.000263845281,8.83915e-07,2024-09-17 14:20:28
AUD/ZAR,11.8919,11.8979,11.8908,11.8751,11.9403,0.0041,2024-09-17 14:20:28
AWG/GBP,0.41964,0.42008,0.41845,0.41829,0.42022,0.00163476,2024-09-17 14:20:28
AWG/USD,0.54645,0.55866,0.55866,0.55866,0.55866,0,2024-09-17 14:20:28
BAM/EUR,0.51087,0.51089,0.51129,0.51012,0.51129,-0.000399659019,2024-09-17 14:20:28
BAM/GBP,0.43178,0.43225,0.44886,0.42858,0.44991,-0.01661552,2024-09-17 14:20:28
BAM/USD,0.56886,0.56805,0.5895,0.56582,0.5895,-0.0206352,2024-09-17 14:20:28
BBD/BMD,0.48558,0.50767,0.50786,0.49473,0.50786,-0.0114875,2024-09-17 14:20:28
BBD/EUR,0.44948,0.44998,0.44946,0.43514,0.45023,0.000525847926,2024-09-17 14:20:28
BBD/GBP,0.37948,0.38048,0.3779,0.36672,0.38018,0.00158,2024-09-17 14:20:28
BBD/USD,0.5,0.5,0.5,0.48438,0.5,0,2024-09-17 14:20:28
BDT/EUR,0.00749502,0.00749642,0.00748867,0.007435,0.00761847,7.747078e-06,2024-09-17 14:20:28
BDT/GBP,0.0063283,0.0063383,0.006303,0.00624907,0.0063432,2.53e-05,2024-09-17 14:20:28
BDT/JPY,1.18233,1.18303,1.17258,1.16101,1.18363,0.01044556,2024-09-17 14:20:28
BDT/USD,0.00834237,0.00832501,0.00834168,0.00825408,0.00842105,6.94e-07,2024-09-17 14:20:28
BGN/AUD,0.84181,0.84189,0.84276,0.83987,0.84378,-0.000913057148,2024-09-17 14:20:28
BGN/CAD,0.77295,0.77298,0.77519,0.77215,0.77561,-0.00223142,2024-09-17 14:20:28
BGN/CNY,4.0312,4.03234,4.03625,4.03006,4.0405,-0.00447866,2024-09-17 14:20:28
BGN/DKK,3.80048,3.82974,3.80064,3.79587,3.81566,0.01446703,2024-09-17 14:20:28
BGN/EUR,0.50935,0.51327,0.5069,0.5062,0.51393,0.00439972,2024-09-17 14:20:28
BGN/GBP,0.43042,0.43374,0.43094,0.43022,0.43374,0.00113383,2024-09-17 14:20:28
BGN/USD,0.56632,0.57068,0.56953,0.56581,0.56962,-0.00103104,2024-09-17 14:20:28
BHD/AED,9.74123,9.75316,9.75334,9.73921,9.76218,-0.00614513,2024-09-17 14:20:28
BHD/EUR,2.3839,2.3889,2.381,2.36463,2.38847,0.0029,2024-09-17 14:20:28
BHD/GBP,2.0113,2.0213,2.0029,2.0021,2.033,0.0084,2024-09-17 14:20:28
BHD/PKR,737.53,738.03,737.34,,738.10724,0.19,2024-09-17 14:20:28
BHD/USD,2.63534,2.67336,2.65322,2.63441,2.6544,0.00112575,2024-09-17 14:20:28
BIF/EUR,0.000311170718,0.000311194926,0.000310925937,0.000309894946,0.000312607459,2.68989e-07,2024-09-17 14:20:28
BIF/GBP,0.000262915044,0.000262932326,0.000261929583,0.000261170163,0.000263717451,1.002744e-06,2024-09-17 14:20:28
BIF/USD,0.000344125096,0.000347835766,0.000347866016,0.000341990537,0.00034786604,-3.025e-08,2024-09-17 14:20:28
BMD/BBD,1.9698,2.05941,1.9742,1.96904,2.02131,0.04041169,2024-09-17 14:20:28
BMD/CAD,1.35657,1.35663,1.36333,1.35422,1.36575,-0.00672411,2024-09-17 14:20:28
BMD/EUR,0.89847,0.9005,0.89944,0.89574,0.90098,0.00105293,2024-09-17 14:20:28
BMD/GBP,0.75828,0.75833,0.7563,0.75393,0.76132,0.00200488,2024-09-17 14:20:28
BMD/KYD,0.83115,0.83564,0.83115,0.83115,0.8334,0.00224555,2024-09-17 14:20:28
BMD/USD,1,1,1,1,1,0,2024-09-17 14:20:28
BND/EUR,0.69319,0.6944,0.69411,0.69396,0.70651,0.00028919118,2024-09-17 14:20:28
BND/GBP,0.58579,0.58665,0.58459,0.57497,0.58706,0.00205769,2024-09-17 14:20:28
BND/USD,0.7719,0.77131,0.77226,0.75913,0.77393,-0.0004768,2024-09-17 14:20:28
BOB/EUR,0.12755,0.13175,0.1321,0.12997,0.13344,-0.000348090636,2024-09-17 14:20:28
BOB/GBP,0.10957,0.1096,0.10954,0.10647,0.10963,6.1226284e-05,2024-09-17 14:20:28
BOB/USD,0.14577,0.14265,0.14577,0.14056,0.14599,0,2024-09-17 14:20:28
BRL/ARS,175.1302,175.2242,174.3595,172.2398,175.2196,0.8177,2024-09-17 14:20:28
BRL/AUD,0.2697,0.2701,0.26827,0.2661,0.27005,0.00163,2024-09-17 14:20:28
BRL/CAD,0.24769,0.24801,0.2464,0.24318,0.24789,0.0014517,2024-09-17 14:20:28
BRL/CHF,0.15423,0.15439,0.15292,0.15271,0.1544,0.001393,2024-09-17 14:20:28
BRL/CLP,169.4229,169.5125,167.09,166.1163,169.9517,2.3777,2024-09-17 14:20:28
BRL/COP,764.27,764.67,765.8,743.86758,774.33,-1.33,2024-09-17 14:20:28
BRL/EUR,0.16385,0.16407,0.16262,0.16245,0.164,0.00133869,2024-09-17 14:20:28
BRL/GBP,0.13851,0.13858,0.13695,0.13683,0.1388,0.00159362,2024-09-17 14:20:28
BRL/HKD,1.41954,1.4214,1.4103,1.39381,1.42047,0.01017248,2024-09-17 14:20:28
BRL/JPY,25.86218,25.87633,25.471,25.258,25.884,0.39825,2024-09-17 14:20:28
BRL/KRW,240.05569,240.34415,238.90296,235.91118,241.39813,1.44119,2024-09-17 14:20:28
BRL/MXN,3.4806,3.4842,3.4935,3.4528,3.52819,-0.0111,2024-09-17 14:20:28
BRL/PEN,0.6859,0.6865,0.6865,0.66606,0.6891,-0.0003,2024-09-17 14:20:28
BRL/RSD,19.14541,19.18634,19.06297,18.87961,19.18033,0.10291,2024-09-17 14:20:28
BRL/RUB,16.57446,16.59622,16.539,16.1732,16.65919,0.0463394,2024-09-17 14:20:28
BRL/SEK,1.85706,1.85949,1.8423,1.82189,1.85831,0.01597415,2024-09-17 14:20:28
BRL/SGD,0.23611,0.23642,0.23431,0.23171,0.23634,0.00195201,2024-09-17 14:20:28
BRL/USD,0.18222,0.18215,0.18132,0.18119,0.18234,0.00093194,2024-09-17 14:20:28
BRL/XAG,0.0059393,0.00594071,0.00590842,0.00586596,0.00595167,3.1586442e-05,2024-09-17 14:20:28
BRL/XAU,0.000070887799,0.000070901872,0.000070332391,0.000070239023,0.000071069165,5.62444e-07,2024-09-17 14:20:28
BRL/ZAR,3.209,3.21321,3.19,3.1558,3.21717,0.02110548,2024-09-17 14:20:28
BSD/EUR,0.89622,0.89823,0.89734,0.89694,0.90736,0.000886623775,2024-09-17 14:20:28
BSD/GBP,0.75735,0.75878,0.7558,0.7522,0.76664,0.00298214,2024-09-17 14:20:28
BSD/USD,1,0.99502,1,0.9935,1.02041,0,2024-09-17 14:20:28
BTN/EUR,0.01069633,0.01072501,0.01072731,0.01070778,0.01084665,-2.301011e-06,2024-09-17 14:20:28
BTN/GBP,0.00904683,0.00904887,0.00904994,0.00894669,0.00905067,-1.064593e-06,2024-09-17 14:20:28
BWP/CHF,0.0630658,0.0644492,0.06376168,0.06301725,0.06377185,-4.180118e-06,2024-09-17 14:20:28
BWP/EUR,0.06707808,0.06854949,0.06785,0.06707808,0.06785,-3.6214191e-05,2024-09-17 14:20:28
BWP/GBP,0.05653441,0.05777454,0.057162,0.05653441,0.05723247,-7.522114e-06,2024-09-17 14:20:28
BWP/USD,0.07466763,0.07630553,0.07562866,0.07464398,0.07562866,-0.000142083396,2024-09-17 14:20:28
BWP/ZAR,1.32771,1.32832,1.3275,1.32734,1.33316,0.000517358286,2024-09-17 14:20:28
BZD/EUR,0.44607,0.44657,0.44615,0.44555,0.45571,0.000418396119,2024-09-17 14:20:28
BZD/GBP,0.37692,0.37727,0.37583,0.3755,0.38442,0.00144625,2024-09-17 14:20:28
BZD/USD,0.50055,0.49193,0.50058,0.48515,0.50058,-2.506e-05,2024-09-17 14:20:28
CAD/AED,2.69994,2.70093,2.6984,2.6936,2.70834,0.00203754,2024-09-17 14:20:28
CAD/ARS,706.84338,706.84933,706.7912,705.30927,707.8162,0.05515637,2024-09-17 14:20:28
CAD/AUD,1.08905,1.08921,1.0899,1.08656,1.09102,-0.00077,2024-09-17 14:20:28
CAD/BGN,1.29369,1.29374,1.29,1.2893,1.29484,0.00371452,2024-09-17 14:20:28
CAD/BMD,0.7369,0.73717,0.7335,0.7322,0.73819,0.00353271,2024-09-17 14:20:28
CAD/BRL,4.03208,4.03738,4.0585,4.03175,4.07917,-0.02376974,2024-09-17 14:20:28
CAD/CHF,0.62244,0.62264,0.62158,0.61981,0.62352,0.00086,2024-09-17 14:20:28
CAD/CNY,5.21521,5.21668,5.2217,5.20937,5.2254,-0.00575694,2024-09-17 14:20:28
CAD/COP,3075.1,3080.1,3116.4,3045.59399,3132.8,-41.3,2024-09-17 14:20:28
CAD/CZK,16.59696,16.60306,16.625,16.574,16.66387,-0.02499209,2024-09-17 14:20:28
CAD/DKK,4.9352,4.936,4.9292,4.9207,4.9402,0.0064,2024-09-17 14:20:28
CAD/EUR,0.66144,0.66153,0.661,0.6594,0.66207,0.000485,2024-09-17 14:20:28
CAD/GBP,0.55889,0.55898,0.5565,0.5557,0.5593,0.002435,2024-09-17 14:20:28
CAD/HKD,5.73047,5.73086,5.73537,5.72108,5.73987,-0.00484,2024-09-17 14:20:28
CAD/HUF,261.01082,261.02234,260.49,260.02,261.29588,0.52658,2024-09-17 14:20:28
CAD/IDR,11287.10614,11294.67995,11332.4,11217.77484,11402.50855,-41.50695,2024-09-17 14:20:28
CAD/ILS,2.77994,2.78189,2.7535,2.7389,2.7906,0.02741895,2024-09-17 14:20:28
CAD/INR,61.55444,61.66028,61.9195,61.4722,61.9195,-0.31214,2024-09-17 14:20:28
CAD/ISK,100.548,100.598,100.534,100.514,100.731,0.014,2024-09-17 14:20:28
CAD/JPY,104.369,104.381,103.483,102.659,104.434,0.881,2024-09-17 14:20:28
CAD/KRW,973.34123,974.26037,969.06,966.27237,976.5625,4.7408,2024-09-17 14:20:28
CAD/KWD,0.22394,0.22468,0.2249,0.22356,0.2249,-0.000591932116,2024-09-17 14:20:28
CAD/KYD,0.61293,0.61296,0.601,0.5999,0.61381,0.01194753,2024-09-17 14:20:28
CAD/MXN,14.0485,14.0538,14.1913,14.02994,14.27177,-0.14015,2024-09-17 14:20:28
CAD/MYR,3.12695,3.13676,3.17158,3.1259,3.17158,-0.03481976,2024-09-17 14:20:28
CAD/NOK,7.80079,7.80566,7.7882,7.7684,7.86782,0.01502544,2024-09-17 14:20:28
CAD/NZD,1.18951,1.18973,1.18763,1.1844,1.19056,0.00203456,2024-09-17 14:20:28
CAD/PEN,2.7811,2.7911,2.7843,2.72704,2.7843,-0.0032,2024-09-17 14:20:28
CAD/PKR,204.443,204.543,204.677,204.36078,204.776,-0.234,2024-09-17 14:20:28
CAD/PLN,2.8266,2.82758,2.8221,2.8112,2.83415,0.00499,2024-09-17 14:20:28
CAD/RUB,66.91256,66.91551,67.096,66.46112,67.41041,-0.18197,2024-09-17 14:20:28
CAD/SAR,2.75761,2.76423,2.7554,2.7524,2.76381,0.00552293,2024-09-17 14:20:28
CAD/SEK,7.495,7.498,7.4733,7.461,7.50495,0.0232,2024-09-17 14:20:28
CAD/SGD,0.95317,0.9533,0.9532,0.94982,0.95404,3.1461269e-05,2024-09-17 14:20:28
CAD/THB,24.52348,24.56978,24.436,24.422,24.56361,0.11063,2024-09-17 14:20:28
CAD/TRY,25.0655,25.08296,25.0446,24.9777,25.11423,0.02963,2024-09-17 14:20:28
CAD/TWD,23.49619,23.51311,23.488,23.26659,23.56268,0.01664902,2024-09-17 14:20:28
CAD/USD,0.73532,0.7353,0.73627,0.7342,0.73665,-0.00090962,2024-09-17 14:20:28
CAD/VND,18103.60675,18125.66638,18204.7,18032.99184,18204.7,-90.06343,2024-09-17 14:20:28
CAD/XAG,0.02396932,0.02397507,0.02394063,0.02373887,0.02407898,3.1565013e-05,2024-09-17 14:20:28
CAD/XAU,0.000286098475,0.000286155783,0.000284989598,0.000284575982,0.000287108814,1.137528e-06,2024-09-17 14:20:28
CAD/ZAR,12.9516,12.9585,12.9654,12.94438,13.0719,-0.01035,2024-09-17 14:20:28
CDF/EUR,0.000316562887,0.000316587942,0.000316355584,0.000313931331,0.000318755578,2.32358e-07,2024-09-17 14:20:28
CDF/GBP,0.000267470505,0.000267488391,0.000266503211,0.000264423318,0.000267576427,9.8518e-07,2024-09-17 14:20:28
CDF/USD,0.0003525857,0.00035134688,0.00035266278,0.000349254832,0.00035273368,-7.708e-08,2024-09-17 14:20:28
CHF/AED,4.3382,4.3407,4.3464,4.3333,4.35544,-0.0082,2024-09-17 14:20:28
CHF/ARS,1135.40788,1135.41744,1136.278,1134.0454,1139.39553,-0.86534,2024-09-17 14:20:28
CHF/AUD,1.74929,1.74972,1.7542,1.74368,1.75929,-0.00445065,2024-09-17 14:20:28
CHF/BRL,6.47657,6.48507,6.5275,6.47499,6.56826,-0.04667968,2024-09-17 14:20:28
CHF/BWP,15.5161,15.85645,15.6834,15.5161,15.69828,0.00287451,2024-09-17 14:20:28
CHF/CAD,1.60606,1.60658,1.6088,1.60373,1.6134,-0.00222282,2024-09-17 14:20:28
CHF/CLP,1098.37828,1098.45612,1092.41,1089.15712,1102.0782,6.0072,2024-09-17 14:20:28
CHF/CNY,8.37763,8.37999,8.3942,8.36763,8.4165,-0.01539064,2024-09-17 14:20:28
CHF/CZK,26.6506,26.6898,26.728,26.6141,26.81684,-0.0578,2024-09-17 14:20:28
CHF/DKK,7.9278,7.9295,7.93714,7.9171,7.98339,-0.00848787,2024-09-17 14:20:28
CHF/EUR,1.06253,1.06267,1.0636,1.06056,1.06614,-0.000960695994,2024-09-17 14:20:28
CHF/GBP,0.89777,0.89796,0.8951,0.8937,0.89881,0.002765,2024-09-17 14:20:28
CHF/HKD,9.20416,9.20576,9.2231,9.19033,9.24236,-0.01814,2024-09-17 14:20:28
CHF/HUF,419.23,419.38,419.13,418.24947,420.47156,0.175,2024-09-17 14:20:28
CHF/IDR,18130.90956,18143.07566,18225.3,18017.81698,18382.35294,-88.30739,2024-09-17 14:20:28
CHF/ILS,4.46673,4.46986,4.4283,4.41005,4.49418,0.03999283,2024-09-17 14:20:28
CHF/INR,98.87523,99.04525,99.228,98.75697,99.4046,-0.26776,2024-09-17 14:20:28
CHF/ISK,161.4205,162.206,161.497,161.469,164.54335,0.3153,2024-09-17 14:20:28
CHF/JPY,167.60729,167.66072,166.412,166.2077,167.84157,1.222,2024-09-17 14:20:28
CHF/KRW,1563.6063,1565.08283,1569.85871,1556.2403,1577.28707,-5.51415,2024-09-17 14:20:28
CHF/MXN,22.55298,22.58841,22.8231,22.53556,23.03086,-0.25241,2024-09-17 14:20:28
CHF/MYR,5.02008,5.04541,5.10465,5.0247,5.10465,-0.05923655,2024-09-17 14:20:28
CHF/NOK,12.5315,12.5327,12.5502,12.49258,12.55808,-0.01810143,2024-09-17 14:20:28
CHF/NZD,1.91058,1.91119,1.9081,1.90568,1.91487,0.002785,2024-09-17 14:20:28
CHF/PKR,328.66239,328.69732,329.117,328.129,329.843,-0.43715,2024-09-17 14:20:28
CHF/PLN,4.5404,4.54213,4.5396,4.52702,4.56223,0.001665,2024-09-17 14:20:28
CHF/RON,5.27771,5.29201,5.287,5.27262,5.29981,-0.00213672,2024-09-17 14:20:28
CHF/RSD,124.25781,124.52345,124.7643,124.10931,124.9411,-0.37367,2024-09-17 14:20:28
CHF/RUB,107.48545,107.49307,107.934,106.98182,108.50186,-0.44474,2024-09-17 14:20:28
CHF/SEK,12.0397,12.045,12.0451,12.0125,12.0719,-0.00275,2024-09-17 14:20:28
CHF/SGD,1.53092,1.53127,1.53256,1.52817,1.5352,-0.00164,2024-09-17 14:20:28
CHF/SZL,20.7885,20.791,20.8294,20.66072,20.9236,-0.0409,2024-09-17 14:20:28
CHF/THB,39.39368,39.46806,39.287,39.287,39.515,0.14387,2024-09-17 14:20:28
CHF/TRY,40.26265,40.29227,40.2775,40.15762,40.41755,-4e-05,2024-09-17 14:20:28
CHF/TWD,37.74258,37.76975,37.757,37.45295,37.833,-0.000837331538,2024-09-17 14:20:28
CHF/USD,1.18084,1.18121,1.18381,1.17896,1.18634,-0.00278494,2024-09-17 14:20:28
CHF/UZS,15039.07,15039.32,15080.22,15029.13,15097.68,-41.15,2024-09-17 14:20:28
CHF/ZAR,20.8044,20.8163,20.8482,20.7964,20.92575,-0.03785,2024-09-17 14:20:28
CLP/ARS,1.0261,1.05444,1.02081,1.02081,1.04027,0.01945786,2024-09-17 14:20:28
CLP/AUD,0.00159268,0.00159282,0.00160524,0.00158774,0.00160731,-1.2493356e-05,2024-09-17 14:20:28
CLP/BRL,0.005852,0.005952,0.005926,0.005852,0.00601988,-7.4e-05,2024-09-17 14:20:28
CLP/CHF,0.000910339266,0.000910403785,0.000915407219,0.000907092457,0.000917918981,-5.035694e-06,2024-09-17 14:20:28
CLP/CNY,0.00757788,0.00778713,0.00754922,0.00754922,0.00768251,0.00013328342,2024-09-17 14:20:28
CLP/COP,4.46876,4.59216,4.45535,4.45535,4.53046,0.07510494,2024-09-17 14:20:28
CLP/EUR,0.000966127567,0.000966360974,0.000973416009,0.00096,0.00098620302,-7.055034e-06,2024-09-17 14:20:28
CLP/GBP,0.000817187173,0.000817243084,0.0008149,0.0008096,0.000821057464,2.315128e-06,2024-09-17 14:20:28
CLP/JPY,0.15255,0.15272,0.15186,0.15162,0.15368,0.000774012581,2024-09-17 14:20:28
CLP/MXN,0.02070058,0.0212722,0.02047384,0.02047134,0.02098639,0.000512553294,2024-09-17 14:20:28
CLP/PEN,0.00403516,0.00414659,0.00402306,0.00402306,0.00409088,6.7817678e-05,2024-09-17 14:20:28
CLP/USD,0.00107,0.00107,0.00108413,0.00107,0.00108651,-1.4128361e-05,2024-09-17 14:20:28
CNH/AUD,0.20832,0.20835,0.20895,0.20794,0.20924,-0.000615084227,2024-09-17 14:20:28
CNH/EUR,0.12651,0.12652,0.12666,0.12641,0.12678,-0.000141097402,2024-09-17 14:20:28
CNH/GBP,0.10691,0.10692,0.10668,0.10651,0.10704,0.000237296897,2024-09-17 14:20:28
CNH/HKD,1.09598,1.09626,1.0976,1.0955,1.09862,-0.00148,2024-09-17 14:20:28
CNH/IDR,2155.9,2157.9,2168.9,2155.8,2168.9,-13,2024-09-17 14:20:28
CNH/INR,11.7757,11.7857,11.8097,11.7752,11.8185,-0.034,2024-09-17 14:20:28
